"url","date","tags"
"https://www.youtube.com/watch?v=vERUpRj3gME",2022-07-11,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=RrdEWmG6si8",2022-07-03,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=h3Mmd3llxP8",2022-07-03,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=-EGZIp6mFSo",2022-07-01,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=K3WK9LZMwTk",2022-07-01,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=GFovS79TDa4",2022-06-28,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=tpPP13P3mP0",2022-06-27,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=j-oqBZh2yxA",2022-06-23,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=-tFjeWfnlRA",2022-06-23,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=17HdGxtDJkM",2022-06-19,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=j0tKLP9A9LI",2022-06-19,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=8LAcbCKLmvE",2022-06-18,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=FJT9L-oDeVI",2022-06-18,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=1nhswPXi4fU",2022-06-18,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=GCmtWbq1UV4",2022-06-16,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=OS0dehOdFDk",2022-06-11,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=kBBJgOcT348",2022-06-10,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=FoRc4SdPA4I",2022-06-03,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=zKM55ioXrWg",2022-06-03,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=VSZqlzck4yk",2022-06-02,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=jn_WXfNTne0",2022-06-02,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=nFrwm-9gLSo",2022-05-31,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
"https://www.youtube.com/watch?v=prhBvpETA6k",2022-05-31,"canadian politics,pierre Poilievre,house of commons,Canada,parliament of Canada,justin trudeau,liberal party of Canada,conservative,conservative party of Canada,Stephen harper,rona ambrose,andrew scheer,liberal,liberal,party,of,canada,trudeau,scheer,Harper,mgtow,shapiro,Ben,shapiro"
