"date","region","cumulative_deaths","deaths"
2020-07-19,"Regina",1,0
2020-07-19,"Saskatoon",2,0
2020-07-19,"South (excluding Regina)",0,0
2020-07-20,"Central (excluding Saskatoon)",1,0
2020-07-20,"Far North",7,0
2020-07-20,"North",4,0
2020-07-20,"Regina",1,0
2020-07-20,"Saskatoon",2,0
2020-07-20,"South (excluding Regina)",0,0
2020-07-21,"Central (excluding Saskatoon)",1,0
2020-07-21,"Far North",7,0
2020-07-21,"North",4,0
2020-07-21,"Regina",1,0
2020-07-21,"Saskatoon",2,0
2020-07-21,"South (excluding Regina)",0,0
2020-07-22,"Central (excluding Saskatoon)",1,0
2020-07-22,"Far North",7,0
2020-07-22,"North",4,0
2020-07-22,"Regina",1,0
2020-07-22,"Saskatoon",2,0
2020-07-22,"South (excluding Regina)",0,0
2020-07-23,"Central (excluding Saskatoon)",1,0
2020-07-23,"Far North",7,0
2020-07-23,"North",5,1
2020-07-23,"Regina",1,0
2020-07-23,"Saskatoon",2,0
2020-07-23,"South (excluding Regina)",0,0
2020-07-24,"Central (excluding Saskatoon)",1,0
2020-07-24,"Far North",7,0
2020-07-24,"North",5,0
2020-07-24,"Regina",1,0
2020-07-24,"Saskatoon",2,0
2020-07-24,"South (excluding Regina)",0,0
2020-07-25,"Central (excluding Saskatoon)",1,0
2020-07-25,"Far North",7,0
2020-07-25,"North",5,0
2020-07-25,"Regina",1,0
2020-07-25,"Saskatoon",2,0
2020-07-25,"South (excluding Regina)",0,0
2020-07-26,"Central (excluding Saskatoon)",1,0
2020-07-26,"Far North",7,0
2020-07-26,"North",5,0
2020-07-26,"Regina",1,0
2020-07-26,"Saskatoon",2,0
2020-07-26,"South (excluding Regina)",0,0
2020-07-27,"Central (excluding Saskatoon)",1,0
2020-07-27,"Far North",7,0
2020-07-27,"North",5,0
2020-07-27,"Regina",1,0
2020-07-27,"Saskatoon",2,0
2020-07-27,"South (excluding Regina)",0,0
2020-07-28,"Central (excluding Saskatoon)",1,0
2020-07-28,"Far North",7,0
2020-07-28,"North",5,0
2020-07-28,"Regina",1,0
2020-07-28,"Saskatoon",2,0
2020-07-28,"South (excluding Regina)",1,1
2020-07-29,"Central (excluding Saskatoon)",1,0
2020-07-29,"Far North",7,0
2020-07-29,"North",5,0
2020-07-29,"Regina",1,0
2020-07-29,"Saskatoon",2,0
2020-07-29,"South (excluding Regina)",1,0
2020-07-30,"Central (excluding Saskatoon)",1,0
2020-07-30,"Far North",7,0
2020-07-30,"North",5,0
2020-07-30,"Regina",1,0
2020-07-30,"Saskatoon",2,0
2020-07-30,"South (excluding Regina)",2,1
2020-07-31,"Central (excluding Saskatoon)",1,0
2020-07-31,"Far North",7,0
2020-07-31,"North",5,0
2020-07-31,"Regina",1,0
2020-07-31,"Saskatoon",2,0
2020-07-31,"South (excluding Regina)",2,0
2020-08-01,"Central (excluding Saskatoon)",1,0
2020-08-01,"Far North",7,0
2020-08-01,"North",5,0
2020-08-01,"Regina",1,0
2020-08-01,"Saskatoon",2,0
2020-08-01,"South (excluding Regina)",2,0
2020-08-02,"Central (excluding Saskatoon)",1,0
2020-08-02,"Far North",7,0
2020-08-02,"North",5,0
2020-08-02,"Regina",1,0
2020-08-02,"Saskatoon",2,0
2020-08-02,"South (excluding Regina)",2,0
2020-08-03,"Central (excluding Saskatoon)",1,0
2020-08-03,"Far North",7,0
2020-08-03,"North",5,0
2020-08-03,"Regina",1,0
2020-08-03,"Saskatoon",2,0
2020-08-03,"South (excluding Regina)",2,0
